"dt_venda";"nm_localidade_estado";"tp_produtor_canal_aquisicao";"tp_tamanho_produtor";"nm_evento_classificacao_negocio";"vr_venda";"qt_ingresso";"qt_evento";"qt_produtor";"qt_ingresso_por_evento";"qt_evento_por_produtor";"vr_medio_ingresso"
2033-09-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;CORPORATIVO;6.986,2;247;24;19;10,29;1,26;28,9
2033-09-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;51.684,39;1.414;42;22;33,67;1,91;36,38
2033-09-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;ESPORTIVO;4.982,52;100;1;1;100;1;43,05
2033-09-01 00:00:00.000;PIAUÍ;MIDIA PAGA;PEQUENO;OUTROS;241,3;13;2;2;6,5;1;11,03
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;1.166,95;41;1;1;41;1;25,36
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;NÃO CLASSIFICADO;800,26;16;1;1;16;1;43,77
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;GRANDE;OUTROS;11.789,64;178;8;2;22,25;4;69,92
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;420,43;10;1;1;10;1;43,05
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;CORPORATIVO;2.436,76;106;17;14;6,24;1,21;24,26
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;19.689,21;590;35;18;16,86;1,94;34,44
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;ESPORTIVO;1.584,42;46;2;1;23;2;44,68
2033-09-01 00:00:00.000;PIAUÍ;MIDIA SOCIAL;PEQUENO;OUTROS;117,97;6;2;2;3;1;17,53
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;GRANDE;CASAS-FIXAS;19,45;3;1;1;3;1;7,34
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;GRANDE;NÃO CLASSIFICADO;226,82;4;1;1;4;1;62,06
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;GRANDE;OUTROS;559,12;13;4;2;3,25;2;67,37
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;CASAS-FIXAS;64,01;1;1;1;1;1;48,8
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;CORPORATIVO;157,41;11;6;5;1,83;1,2;17,09
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;2.742,66;74;19;12;3,89;1,58;36,7
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;ESPORTIVO;205,37;5;1;1;5;1;25
2033-09-01 00:00:00.000;PIAUÍ;NAO INFORMADO;PEQUENO;OUTROS;22,86;2;1;1;2;1;7,79
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;1.459,11;50;1;1;50;1;32,8
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;GRANDE;NÃO CLASSIFICADO;1.223,24;28;1;1;28;1;54,21
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;GRANDE;OUTROS;18.026,33;265;7;2;37,86;3,5;64,13
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;442,76;17;1;1;17;1;26,68
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;3.973,41;161;19;16;8,47;1,19;22,85
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;36.117,82;1.028;37;19;27,78;1,95;35,59
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;3.751,98;79;2;2;39,5;1;43,22
2033-09-01 00:00:00.000;PIAUÍ;PESQUISA ORGANICA;PEQUENO;OUTROS;46,12;5;1;1;5;1;9,8
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;CASAS-FIXAS;773.717,73;20.154;443;27;45,49;16,41;38,41
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;CORPORATIVO;29.328,34;226;7;6;32,29;1,17;137,36
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;ENTRETENIMENTO;441.011,61;6.637;191;28;34,75;6,82;66,28
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;ESPORTIVO;1.237,66;21;1;1;21;1;43,24
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;NÃO CLASSIFICADO;4.574,77;60;2;2;30;1;72,15
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;GRANDE;OUTROS;1.349,86;40;1;1;40;1;31,8
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;CASAS-FIXAS;39.861,24;1.952;119;18;16,4;6,61;20,82
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;CORPORATIVO;74.987,35;2.005;274;202;7,32;1,36;36,88
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;ENTRETENIMENTO;283.569,27;14.260;1.362;639;10,47;2,13;20,4
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;ESPORTIVO;10.090,33;256;38;28;6,74;1,36;38,7
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;NÃO CLASSIFICADO;7.070,36;229;34;24;6,74;1,42;35,72
2033-09-01 00:00:00.000;RIO DE JANEIRO;DIRETO;PEQUENO;OUTROS;19.255,61;550;76;64;7,24;1,19;34,34
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;CASAS-FIXAS;1.759.428,99;44.885;479;27;93,71;17,74;39,32
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;CORPORATIVO;63.616,22;464;9;7;51,56;1,29;145,05
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;ENTRETENIMENTO;976.928,89;15.020;207;28;72,56;7,39;65,62
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;ESPORTIVO;2.758,96;64;1;1;64;1;47,56
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;NÃO CLASSIFICADO;7.683,36;122;2;2;61;1;69,81
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;GRANDE;OUTROS;4.292,86;108;1;1;108;1;38,36
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;CASAS-FIXAS;88.569,3;4.303;132;18;32,6;7,33;20,69
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;CORPORATIVO;161.607,98;4.581;338;239;13,55;1,41;36,15
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;672.880,3;32.263;1.548;709;20,84;2,18;20,7
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;ESPORTIVO;18.960,54;551;44;29;12,52;1,52;35,02
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;14.356,81;558;43;30;12,98;1,43;24,87
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA PAGA;PEQUENO;OUTROS;38.355,88;1.142;106;78;10,77;1,36;35,25
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;725.532,55;19.287;436;27;44,24;16,15;37,93
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;CORPORATIVO;32.977,28;233;7;6;33,29;1,17;132,47
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;434.625,01;6.604;190;28;34,76;6,79;65,06
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;ESPORTIVO;872;24;1;1;24;1;55,21
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;NÃO CLASSIFICADO;4.531,29;70;2;2;35;1;66,83
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;GRANDE;OUTROS;1.450,18;44;1;1;44;1;33,44
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;41.203,25;1.910;119;19;16,05;6,26;21,12
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;CORPORATIVO;76.631,54;1.982;264;205;7,51;1,29;37,44
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;282.959,54;13.842;1.356;639;10,21;2,12;20,75
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;ESPORTIVO;9.405,86;244;36;26;6,78;1,38;38,68
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;4.494,68;200;33;21;6,06;1,57;22,64
2033-09-01 00:00:00.000;RIO DE JANEIRO;MIDIA SOCIAL;PEQUENO;OUTROS;16.479,9;516;77;65;6,7;1,18;31,76
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;CASAS-FIXAS;77.576,52;2.126;269;25;7,9;10,76;36,98
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;CORPORATIVO;2.920,85;17;5;4;3,4;1,25;118,68
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;ENTRETENIMENTO;52.516,14;726;120;27;6,05;4,44;73,96
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;ESPORTIVO;120,78;3;1;1;3;1;0,14
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;NÃO CLASSIFICADO;43,82;2;1;1;2;1;35,69
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;GRANDE;OUTROS;208,81;5;1;1;5;1;31,04
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;CASAS-FIXAS;4.243,17;206;65;16;3,17;4,06;22,97
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;CORPORATIVO;7.005,34;203;90;84;2,26;1,07;32,68
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;29.837,68;1.510;635;354;2,38;1,79;20,28
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;ESPORTIVO;1.162,48;28;13;11;2,15;1,18;38,38
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;515,97;31;16;11;1,94;1,45;18,72
2033-09-01 00:00:00.000;RIO DE JANEIRO;NAO INFORMADO;PEQUENO;OUTROS;1.479,92;48;28;27;1,71;1,04;63,34
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;1.228.376,1;31.715;461;27;68,8;17,07;38,64
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;CORPORATIVO;50.697,73;368;8;7;46;1,14;144,49
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;700.061,66;10.513;200;28;52,56;7,14;67,88
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;ESPORTIVO;2.422,71;53;1;1;53;1;42,49
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;NÃO CLASSIFICADO;7.393,12;93;2;2;46,5;1;84,73
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;GRANDE;OUTROS;1.953,11;57;1;1;57;1;37,83
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;61.759,7;2.977;127;19;23,44;6,68;19,87
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;108.395,08;3.192;322;237;9,91;1,36;36,79
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;466.746,07;22.633;1.466;677;15,44;2,17;20,7
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;13.541,94;375;46;32;8,15;1,44;37,83
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;9.005,89;375;37;26;10,14;1,42;22,92
2033-09-01 00:00:00.000;RIO DE JANEIRO;PESQUISA ORGANICA;PEQUENO;OUTROS;31.103,82;812;86;64;9,44;1,34;35,16
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;GRANDE;CORPORATIVO;12.167,5;61;1;1;61;1;175,2
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;GRANDE;ENTRETENIMENTO;5.513,7;362;8;4;45,25;2;13,54
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;CORPORATIVO;8.781,66;191;42;31;4,55;1,35;51,66
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;ENTRETENIMENTO;5.204,45;258;41;26;6,29;1,58;19,32
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;ESPORTIVO;25,34;3;1;1;3;1;22,45
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;NÃO CLASSIFICADO;304,74;24;2;2;12;1;14,06
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;DIRETO;PEQUENO;OUTROS;1.040,49;82;3;3;27,33;1;12,76
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;GRANDE;CORPORATIVO;33.260,53;152;1;1;152;1;190,67
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;GRANDE;ENTRETENIMENTO;11.036,33;759;8;4;94,88;2;15,33
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;CORPORATIVO;20.623;476;58;40;8,21;1,45;39,78
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;11.780,18;551;45;25;12,24;1,8;20,73
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;ESPORTIVO;216,26;14;1;1;14;1;9,43
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;514,34;45;1;1;45;1;12,32
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA PAGA;PEQUENO;OUTROS;2.204,22;172;4;4;43;1;14,35
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;GRANDE;CORPORATIVO;11.165,57;63;2;2;31,5;1;186,32
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;5.408,7;374;8;4;46,75;2;14,84
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;CORPORATIVO;8.873,26;213;47;32;4,53;1,47;42,95
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;4.356,64;231;39;23;5,92;1,7;20,01
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;ESPORTIVO;114,07;7;1;1;7;1;19,44
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;403,59;35;3;3;11,67;1;11,71
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;MIDIA SOCIAL;PEQUENO;OUTROS;928,08;75;4;4;18,75;1;13,17
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;GRANDE;CORPORATIVO;611,41;4;1;1;4;1;166,91
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;GRANDE;ENTRETENIMENTO;779,81;42;8;4;5,25;2;16,61
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;PEQUENO;CORPORATIVO;563,24;20;11;10;1,82;1,1;30,3
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;446,34;17;16;9;1,06;1,78;17,8
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;58,57;5;2;2;2,5;1;6,4
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;NAO INFORMADO;PEQUENO;OUTROS;110,76;9;1;1;9;1;10,64
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;GRANDE;CORPORATIVO;15.479,15;81;1;1;81;1;184,76
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;8.300,68;523;8;4;65,38;2;14,93
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;15.243,5;343;52;37;6,6;1,41;45,2
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;7.757,46;382;44;26;8,68;1,69;19,59
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;151,51;11;1;1;11;1;11,08
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;431,43;39;2;2;19,5;1;9,54
2033-09-01 00:00:00.000;RIO GRANDE DO NORTE;PESQUISA ORGANICA;PEQUENO;OUTROS;1.215,5;119;4;4;29,75;1;11,74
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;GRANDE;CASAS-FIXAS;472.409,66;8.878;252;8;35,23;31,5;53,52
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;GRANDE;ENTRETENIMENTO;187.364,71;4.007;145;16;27,63;9,06;45,63
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;GRANDE;OUTROS;1.152,82;24;5;1;4,8;5;47,51
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;CASAS-FIXAS;13.932;374;17;10;22;1,7;32,12
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;CORPORATIVO;59.926,35;1.035;212;168;4,88;1,26;54,68
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;ENTRETENIMENTO;250.849,57;10.781;961;454;11,22;2,12;23,58
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;ESPORTIVO;3.466,85;186;12;11;15,5;1,09;19,15
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;NÃO CLASSIFICADO;5.015,82;165;12;8;13,75;1,5;29,88
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;DIRETO;PEQUENO;OUTROS;11.570,27;294;46;39;6,39;1,18;38,56
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;GRANDE;CASAS-FIXAS;1.091.996,12;20.044;268;8;74,79;33,5;54,59
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;GRANDE;ENTRETENIMENTO;413.630,61;8.867;151;16;58,72;9,44;46,86
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;GRANDE;OUTROS;2.877,4;52;5;1;10,4;5;40,18
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;CASAS-FIXAS;28.255,87;873;21;10;41,57;2,1;34,15
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;CORPORATIVO;144.419,34;2.347;280;222;8,38;1,26;62,84
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;597.592,32;24.854;1.108;493;22,43;2,25;24,15
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;ESPORTIVO;8.072,53;464;15;13;30,93;1,15;19,9
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;NÃO CLASSIFICADO;13.196,27;441;14;10;31,5;1,4;32,09
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA PAGA;PEQUENO;OUTROS;21.874,8;603;58;48;10,4;1,21;35,08
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;GRANDE;CASAS-FIXAS;461.402,49;8.617;247;8;34,89;30,88;53,86
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;GRANDE;ENTRETENIMENTO;167.023,75;3.738;143;16;26,14;8,94;46,43
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;GRANDE;OUTROS;1.355,84;32;5;1;6,4;5;35,29
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;CASAS-FIXAS;12.585,83;353;17;10;20,76;1,7;40,62
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;CORPORATIVO;56.725,58;1.029;219;174;4,7;1,26;54,45
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;256.712,56;10.786;970;448;11,12;2,17;23,56
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;ESPORTIVO;5.065,29;210;10;9;21;1,11;25,84
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;NÃO CLASSIFICADO;5.804,15;211;11;9;19,18;1,22;26,73
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;MIDIA SOCIAL;PEQUENO;OUTROS;9.864,11;251;51;45;4,92;1,13;37,3
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;GRANDE;CASAS-FIXAS;49.704,11;940;152;8;6,18;19;53,76
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;GRANDE;ENTRETENIMENTO;19.315,78;385;99;15;3,89;6,6;49,83
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;GRANDE;OUTROS;148,54;5;3;1;1,67;3;45,14
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;CASAS-FIXAS;1.641,38;42;11;8;3,82;1,38;37,92
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;CORPORATIVO;8.503,29;120;79;71;1,52;1,11;72,71
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;ENTRETENIMENTO;27.092;1.203;458;273;2,63;1,68;23,73
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;ESPORTIVO;693,8;25;7;7;3,57;1;20,84
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;NÃO CLASSIFICADO;580,89;18;6;5;3;1,2;20,23
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;NAO INFORMADO;PEQUENO;OUTROS;1.376,01;33;22;19;1,5;1,16;45,47
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;GRANDE;CASAS-FIXAS;768.246,44;14.139;254;8;55,67;31,75;54,21
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;GRANDE;CORPORATIVO;473,84;1;1;1;1;1;152,48
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;GRANDE;ENTRETENIMENTO;270.129,74;6.137;153;16;40,11;9,56;44,6
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;GRANDE;OUTROS;1.808,71;38;5;1;7,6;5;49,98
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;CASAS-FIXAS;21.008,68;595;19;10;31,32;1,9;35,19
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;CORPORATIVO;94.728,59;1.700;256;207;6,64;1,24;56,8
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;ENTRETENIMENTO;419.393,4;17.293;1.055;481;16,39;2,19;23,75
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;ESPORTIVO;6.351,1;313;14;13;22,36;1,08;20,95
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;NÃO CLASSIFICADO;9.138,58;349;14;10;24,93;1,4;24,92
2033-09-01 00:00:00.000;RIO GRANDE DO SUL;PESQUISA ORGANICA;PEQUENO;OUTROS;13.108,7;395;51;43;7,75;1,19;37,41
2033-09-01 00:00:00.000;RONDÔNIA;DIRETO;PEQUENO;CORPORATIVO;980,75;10;5;5;2;1;106,83
2033-09-01 00:00:00.000;RONDÔNIA;DIRETO;PEQUENO;ENTRETENIMENTO;12.509,76;475;39;16;12,18;2,44;26,73
2033-09-01 00:00:00.000;RONDÔNIA;DIRETO;PEQUENO;ESPORTIVO;14.412,5;311;24;10;12,96;2,4;47,82
2033-09-01 00:00:00.000;RONDÔNIA;DIRETO;PEQUENO;OUTROS;730,44;21;4;4;5,25;1;27,95
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA PAGA;PEQUENO;CORPORATIVO;1.329,05;25;6;6;4,17;1;38,42
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA PAGA;PEQUENO;ENTRETENIMENTO;28.027,97;1.076;40;15;26,9;2,67;25,76
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA PAGA;PEQUENO;ESPORTIVO;33.544,21;692;24;11;28,83;2,18;47,76
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA PAGA;PEQUENO;OUTROS;1.096,07;43;5;5;8,6;1;25,71
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA SOCIAL;PEQUENO;CORPORATIVO;643,83;15;5;4;3;1,25;35,22
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA SOCIAL;PEQUENO;ENTRETENIMENTO;12.614,01;500;36;13;13,89;2,77;26,47
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA SOCIAL;PEQUENO;ESPORTIVO;14.637,35;320;23;10;13,91;2,3;45,45
2033-09-01 00:00:00.000;RONDÔNIA;MIDIA SOCIAL;PEQUENO;OUTROS;471,8;20;3;3;6,67;1;25,48
